,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking
,"вул. Миколи Негребецького, 19",75000,65,2,Рівне,"Північний
                        ·",4,1154,0,0,0,0,0,0
,вул. Щаслива,79990,140,3,Рівне,"Щасливе
                        ·",4,571,0,0,0,0,0,0
,вул. Льонокомбінатівська,64100,54,1,Рівне,Рівне,5,1190,0,0,0,0,0,0
,вул. Василя Червонія(Гагаріна),32000,34,1,Рівне,"Чайка
                        ·",10,941,0,0,0,0,0,0
,"вул. Пластова, 7",44000,41,2,Рівне,"Центр
                        ·",3,1073,0,0,0,0,0,0
,вул. Лабунського,56950,68,2,Рівне,"Ювілейний
                        ·",2,838,0,0,0,0,0,0
,вул. Спаська,85000,77,2,Рівне,"Щасливе
                        ·",4,1104,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 60",75000,54,1,Рівне,"Центр
                        ·",3,1384,0,0,0,1,1,0
,вул. Мельника Андрія,59000,64,3,Рівне,"Північний
                        ·",9,922,0,0,1,0,0,0
,"вул. Назара Небожинського(Павлюченка), 17Б",67000,67,1,Рівне,"Ювілейний
                        ·",10,1000,0,0,0,0,0,0
,вул. Костромська,53700,67,2,Рівне,"Північний
                        ·",4,801,0,0,0,0,0,0
,"вул. Гайдамацька, 13Б",110000,90,3,Рівне,Рівне,4,1222,0,0,0,0,0,0
,"вул. Соборна, 285А",34000,54,1,Рівне,"Ювілейний
                        ·",2,630,0,0,0,0,0,0
,вул. Миколи Карнаухова,42500,50,1,Рівне,"Мірющенка
                        ·",1,850,0,0,0,0,0,0
,вул. Миколи Негребецького,55000,37,1,Рівне,"Чайка
                        ·",2,1486,0,1,1,0,0,0
,вул. Васильченка Степана,63500,71,2,Рівне,"12-школа
                        ·",4,894,0,0,0,0,0,0
,вул. Ярослава Стецько,34000,47,1,Рівне,"Щасливе
                        ·",3,723,0,0,0,0,0,0
,"вул. Коновальця Євгена, 6",45800,65,3,Рівне,"Північний
                        ·",8,705,0,0,0,0,0,0
,вул. Холодноярська(Олександра Кондратьєва),28300,47,1,Рівне,"Щасливе
                        ·",4,602,1,0,1,0,0,0
,вул. Полтави Петра,123000,91,3,Рівне,"Центр
                        ·",2,1356,0,0,0,0,0,0
,вул. Відінська,160000,190,3,Рівне,"Мототрек
                        ·",5,842,0,0,0,0,0,0
,"вул. Коновальця Євгена, 15",35800,48,2,Рівне,"Північний
                        ·",9,746,0,0,0,0,0,0
,"вул. Самчука Уласа, 14",44000,41,1,Рівне,"Палац
                        ·",3,1073,0,0,0,0,0,0
,"вул. Червоногірська, 16",76000,82,3,Рівне,"ПМК-100
                        ·",3,927,0,0,1,0,0,0
,вул. Григорія Сковороди,41900,41,1,Рівне,"Центр
                        ·",1,1022,0,1,0,0,1,0
,вул. Генерала Безручка,50000,44,2,Рівне,"Північний
                        ·",2,1136,0,0,0,0,0,0
,вул. Гостинна,42000,34,1,Рівне,"Щасливе
                        ·",2,1235,0,0,0,0,0,0
,вул. Коротка,57000,44,1,Рівне,"Пивзавод
                        ·",3,1295,0,0,0,0,0,0
,вул. Щаслива 14А,77999,65,2,Рівне,Рівне,3,1200,0,0,0,1,0,0
,"вул. Княгині Ольги, 1",35000,39,1,Рівне,"Центр
                        ·",9,897,0,0,0,0,0,0
,"вул. Центральної Ради, 2",120000,100,3,Рівне,"12-школа
                        ·",1,1200,0,0,0,0,0,0
,вул. Шопена,22500,45,2,Рівне,"Центр
                        ·",2,500,0,0,0,0,0,0
,вул. Гарна,40000,70,2,Рівне,"Ювілейний
                        ·",1,571,0,0,0,0,0,0
,вул. Директорії,37000,55,3,Рівне,"Центр
                        ·",3,673,0,0,1,0,1,0
,"вул. Чорновола В'ячеслава, 82А",55012,65,2,Рівне,"Істамбул
                        ·",1,850,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 94 В, Д",39560,43,1,Рівне,"Басів Кут
                        ·",4,920,0,0,0,0,0,0
,"вул. Степана Бандери, 12Б",72639,81,3,Рівне,"Центр
                        ·",2,900,0,0,0,0,0,0
,"вул. Київська, 19",81250,65,2,Рівне,Рівне,4,1250,0,0,0,0,0,0
,"вул. Гайдамацька, 47",65000,73,2,Рівне,"Чайка
                        ·",6,894,0,0,0,1,0,0
,"вул. Богоявленська, 28",115000,120,5,Рівне,"Північний
                        ·",8,958,0,0,0,0,0,0
,"вул. Соборна, 289",30000,37,1,Рівне,"Ювілейний
                        ·",8,811,0,0,0,0,0,0
,"вул. Хасевича Ніла, 27",26800,34,1,Рівне,"Центр
                        ·",5,781,0,0,0,0,0,0
,вул. Шухевича Романа,49999,63,3,Рівне,"Північний
                        ·",9,794,0,0,0,0,0,0
,"вул. Степана Бандери, 18А",37000,48,2,Рівне,"Центр
                        ·",3,771,0,0,0,0,0,0
,"вул. Костромська, 89",51900,62,2,Рівне,"Льононкомбінат
                        ·",6,837,0,0,1,0,0,0
,"вул. Чорновола В'ячеслава, 91",37250,40,1,Рівне,"Басів Кут
                        ·",2,931,0,0,0,0,0,0
,"вул. Соборна, 416",52000,53,1,Рівне,"Ювілейний
                        ·",2,981,0,0,0,0,0,0
,"вул. Любомира Гузара(Гур'єва), 8",54999,60,3,Рівне,"Пивзавод
                        ·",5,917,0,0,1,0,0,0
,"вул. Назара Небожинського(Павлюченка), 16Б",48750,68,2,Рівне,"Ювілейний
                        ·",9,717,0,0,0,0,0,0
,вул. Миколи Боголюбова,88000,84,3,Рівне,"Щасливе
                        ·",6,1048,0,0,0,0,0,0
,"вул. Соборна, 5А",130000,77,2,Рівне,"Центр
                        ·",1,1688,0,0,0,0,1,0
,"вул. Студентська, 34",127000,87,3,Рівне,"Щасливе
                        ·",1,1460,0,0,0,0,0,0
,"вул. Небесноїй Сотні, 66",95000,81,3,Рівне,"Центр
                        ·",9,1173,0,0,0,0,0,0
,вул. Басівкутська,39800,49,1,Рівне,"Басів Кут
                        ·",1,812,0,0,1,0,0,0
,"вул. Богоявленська, 4",26350,29,1,Рівне,"Чайка
                        ·",2,902,0,0,0,0,0,0
,вул. Богоявленська,31000,45,2,Рівне,"Чайка
                        ·",2,689,0,0,1,0,0,0
,вул. Івана Вишенського,59990,39,1,Рівне,"Автовокзал
                        ·",1,1538,0,0,1,0,1,0
,"вул. Котляревського, 20",65000,60,3,Рівне,"Центр
                        ·",4,1085,0,1,0,0,1,0
,"вул. Чорновола В'ячеслава, 91Р",78000,74,3,Рівне,"Щасливе
                        ·",2,1054,0,0,0,0,0,0
,вул. Біла,55000,85,3,Рівне,"Біла
                        ·",2,647,0,0,1,0,0,0
,"вул. Марка Вовчка, 21Б",145000,123,3,Рівне,"12-школа
                        ·",5,1179,0,0,0,0,1,0
,"вул. Назара Небожинського(Павлюченка), 50",47000,35,1,Рівне,"Ювілейний
                        ·",2,1343,0,0,0,0,0,0
,"вул. Галицького Данила, 12А",36000,48,2,Рівне,"Автовокзал
                        ·",6,750,0,0,1,1,0,0
,вул. Анатолія Грицая(Чехова),38475,51,1,Рівне,"Ювілейний
                        ·",5,750,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 91О",92000,84,3,Рівне,"Щасливе
                        ·",3,1095,0,0,0,0,0,0
,"вул. Савура Клима, 17",45000,45,1,Рівне,"12-школа
                        ·",2,1000,0,0,0,0,1,0
,"вул. Кулика і Гудачека(Макарова), 12",42000,99,4,Рівне,"Ювілейний
                        ·",3,424,0,0,1,0,0,0
,"вул. Дубенська, 42",29000,35,1,Рівне,"Боярка
                        ·",8,829,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 17",59900,62,2,Рівне,"Істамбул
                        ·",2,966,0,0,0,0,0,0
,вул. Єдності(Чебишева),81960,68,2,Рівне,"12-школа
                        ·",3,1200,0,0,1,0,0,0
,"вул. Генерала Безручка, 1А",32000,32,1,Рівне,"Північний
                        ·",4,1000,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 91Г",56400,67,2,Рівне,"Щасливе
                        ·",2,842,0,0,0,0,0,0
,"вул. Шухевича Романа, 18",62000,102,5,Рівне,"Північний
                        ·",4,607,0,0,0,1,0,0
,"вул. Теліги, 61",34762,32,1,Рівне,"Ювілейний
                        ·",6,1131,0,0,0,0,0,0
,"вул. Волинської Дивізії, 31",40500,45,2,Рівне,"Північний
                        ·",6,900,0,0,0,0,0,0
,вул. Червоногірська,77000,82,3,Рівне,"ПМК-100
                        ·",4,939,0,0,0,0,0,0
,вул. Вербова,26900,35,1,Рівне,"Ювілейний
                        ·",8,769,0,0,0,1,0,0
,"вул. Набережна, 22",48500,60,3,Рівне,"Набережна
                        ·",1,808,0,0,0,0,0,0
,вул. Волинської Дивізії,39900,48,2,Рівне,"Льононкомбінат
                        ·",6,831,0,0,0,0,0,0
,"вул. Теліги, 57",80999,84,3,Рівне,"Ювілейний
                        ·",9,964,0,0,0,0,0,0
,пров. Негребецького Миколи,74999,63,2,Рівне,"Центр
                        ·",4,1190,0,0,0,0,0,0
,"вул. Володимира Стельмаха(Гончарова), 2",39900,65,3,Рівне,"Мототрек
                        ·",4,614,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 94",64300,47,1,Рівне,"Щасливе
                        ·",6,1368,0,0,0,0,0,0
,"вул. Шухевича Романа, 20",36000,49,2,Рівне,"Північний
                        ·",9,735,0,0,0,0,0,0
,"вул. Назара Небожинського(Павлюченка), 18",53999,68,3,Рівне,"Госпіталь
                        ·",6,794,1,0,1,0,0,0
,вул. Хіміків(Ювілейна),45500,70,3,Рівне,"Ювілейний
                        ·",8,653,0,0,0,0,0,0
,"вул. Льонокомбінатівська, 13",25000,37,1,Рівне,"Льононкомбінат
                        ·",5,678,1,0,0,0,0,0
,"вул. Калнишевського, 26",29800,29,1,Рівне,"Пивзавод
                        ·",1,1017,0,0,0,0,0,0
,"вул. Степана Бандери, 53",30800,46,2,Рівне,"Центр
                        ·",4,675,0,0,0,0,0,0
,"вул. Богоявленська, 26",56000,60,2,Рівне,"Північний
                        ·",1,933,0,0,1,0,0,0
,вул. Короленка,50000,55,3,Рівне,"Центр
                        ·",7,909,1,0,0,0,1,0
,"вул. Коновальця Євгена, 7",37000,102,5,Рівне,"Північний
                        ·",9,363,0,0,0,0,0,0
,"вул. Юрія Горліса-Горського, --",28500,43,1,Рівне,"Щасливе
                        ·",2,663,0,0,0,0,0,0
,"вул. Дорошенка Петра, 66А",41000,44,1,Рівне,"Пивзавод
                        ·",2,932,0,0,0,0,0,0
,вул. Джохара Дудаєва(Пржевальського),39900,42,1,Рівне,"Ювілейний
                        ·",1,950,0,0,1,0,0,0
