,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking,full_address,latitude,longitude
1053,вул. Марсельська,44533,55,2,Одеса,"Пересипський
                        ·",3,810,0,0,1,0,0,0,"вул. Марсельська, Одеса, Україна",46.5745408,30.7809181
1054,"вул. Перлинна, 9",32500,42,1,Одеса,"Київський
                        ·",2,774,0,0,0,0,0,0,"вул. Перлинна, 9, Одеса, Україна",46.3560809,30.7042003
1055,бул. Лідерсівський,600000,262,5,Одеса,"Приморський
                        ·",13,2290,0,0,0,0,0,0,"бул. Лідерсівський, Одеса, Україна",46.4727244,30.7541257
1057,бул. Французький,108920,77,2,Одеса,"Приморський
                        ·",24,1415,0,0,0,0,0,0,"бул. Французький, Одеса, Україна",46.453744549999996,30.75787749038555
1059,вул. Балківська,45000,39,1,Одеса,"Молдаванка
                        ·",7,1142,1,1,0,0,0,0,"вул. Балківська, Одеса, Україна",46.4606749,30.7057607
1060,вул. Сонячна,66000,72,2,Одеса,"Приморський
                        ·",13,917,0,0,0,0,0,0,"вул. Сонячна, Одеса, Україна",46.4369086,30.7535394
1061,"вул. Генуезька, 3А",210000,108,3,Одеса,"Аркадія
                        ·",22,1944,0,1,0,0,0,0,"вул. Генуезька, 3А, Одеса, Україна",46.43539255,30.76027413070605
1062,"вул. Генуезька, 1Д",84000,49,1,Одеса,"Аркадія
                        ·",19,1714,0,0,0,0,0,0,"вул. Генуезька, 1Д, Одеса, Україна",46.4389387,30.7567489
1063,пров. Вознесенський,30000,37,2,Одеса,"Приморський
                        ·",2,833,1,0,0,0,0,0,"пров. Вознесенський, Одеса, Україна",46.4635909,30.7369464
1064,"вул. Отрадна, 15",370000,161,3,Одеса,"Приморський
                        ·",10,2298,0,0,0,0,0,0,"вул. Отрадна, 15, Одеса, Україна",46.5828577,30.9151898
1065,"бул. Французький, 60Б",110000,86,3,Одеса,"Аркадія
                        ·",1,1279,0,0,0,0,0,0,"бул. Французький, 60Б, Одеса, Україна",46.437406800000005,30.765896523740032
1066,"вул. Генуезька, 1/1",105000,55,2,Одеса,"Аркадія
                        ·",19,1909,0,1,0,0,0,0,"вул. Генуезька, 1/1, Одеса, Україна",46.43782385,30.76124117350668
1067,"бул. Французький, 85/5",135000,55,1,Одеса,"Приморський
                        ·",6,2441,0,0,1,0,0,0,"бул. Французький, 85/5, Одеса, Україна",46.453744549999996,30.75787749038555
1068,"Фонтанська дор., 77А",230000,90,2,Одеса,"Київський
                        ·",7,2556,0,0,0,0,0,0,"Фонтанська дор., 77А, Одеса, Україна",46.4034516,30.75569761303709
1069,"вул. Генуезька, 3Г",68000,45,1,Одеса,"Аркадія
                        ·",24,1511,0,1,0,0,0,0,"вул. Генуезька, 3Г, Одеса, Україна",46.43508175,30.762843219582365
1070,пров. Курортний,100000,63,2,Одеса,"Аркадія
                        ·",22,1600,0,1,0,0,0,0,"пров. Курортний, Одеса, Україна",46.4359944,30.7656716
1071,"пров. Травневий, 4",165000,67,2,Одеса,"Київський
                        ·",2,2474,0,0,0,0,0,0,"пров. Травневий, 4, Одеса, Україна",46.3967606,30.746646094023646
1073,вул. Івана Франка,66500,79,2,Одеса,"Приморський
                        ·",9,842,0,0,0,0,0,0,"вул. Івана Франка, Одеса, Україна",46.432604,30.7426228
1074,пров. Банний,85000,95,4,Одеса,"Малиновський
                        ·",3,895,0,0,0,0,0,0,"пров. Банний, Одеса, Україна",46.4694207,30.7171086
1075,вул. Південна,16000,26,1,Одеса,"Приморський
                        ·",1,615,1,0,0,0,0,0,"вул. Південна, Одеса, Україна",46.4797741,30.7183918
1076,вул. Паустовського,26000,33,1,Одеса,"Суворовський
                        ·",8,788,1,0,0,0,0,0,"вул. Паустовського, Одеса, Україна",46.566359,30.8257398
1077,"пров. Бісквітний, 1А",43000,44,1,Одеса,"Приморський
                        ·",17,969,0,0,0,0,1,0,"пров. Бісквітний, 1А, Одеса, Україна",46.456392,30.7422672
1078,вул. Академіка Філатова,40000,54,3,Одеса,"Черемушки
                        ·",4,741,0,1,0,0,0,0,"вул. Академіка Філатова, Одеса, Україна",46.4382555,30.7134419
1079,"пров. Середньофонтанський, 1А",59000,62,2,Одеса,"Приморський
                        ·",17,950,0,0,0,0,1,0,"пров. Середньофонтанський, 1А, Одеса, Україна",46.457235499999996,30.740485593183898
1080,вул. Палубна,120000,138,3,Одеса,"Приморський
                        ·",3,870,1,1,0,0,0,0,"вул. Палубна, Одеса, Україна",46.4352716,30.7386207
1081,вул. Світанку,65000,50,1,Одеса,"Київський
                        ·",1,1297,0,0,1,0,0,0,"вул. Світанку, Одеса, Україна",46.4246297,30.7254641
1082,вул. Генерала Ватутіна,55000,80,3,Одеса,"Малиновський
                        ·",1,688,0,1,0,0,0,0,"вул. Генерала Ватутіна, Одеса, Україна",46.469835,30.7253475
1083,Овідіопольська дор.,44000,69,2,Одеса,"Хаджибейський
                        ·",14,635,1,0,0,0,0,0,"Овідіопольська дор., Одеса, Україна",46.4520905,30.6728829
1084,вул. Берегова,40000,52,3,Одеса,"Совіньйон
                        ·",3,769,0,0,1,0,0,0,"вул. Берегова, Одеса, Україна",46.3609195,30.7143791
1085,"узвіз Військовий, 8",41900,64,3,Одеса,"Центр
                        ·",2,655,0,0,0,0,1,0,"узвіз Військовий, 8, Одеса, Україна",46.4899365,30.737065502157257
1086,"вул. Перлинна, 10",60500,45,2,Одеса,"Київський
                        ·",15,1344,1,1,0,0,0,0,"вул. Перлинна, 10, Одеса, Україна",46.3560809,30.7042003
1087,пров. Бісквітний,41830,47,1,Одеса,"Приморський
                        ·",20,890,0,0,0,0,0,0,"пров. Бісквітний, Одеса, Україна",46.456392,30.7422672
1088,"пров. Успенський, 11",259000,107,2,Одеса,"Центр
                        ·",10,2421,0,0,0,0,1,0,"пров. Успенський, 11, Одеса, Україна",46.474957950000004,30.73285375393408
1089,"бул. Французький, 60Г",106500,89,3,Одеса,"Приморський
                        ·",24,1197,0,0,0,0,0,0,"бул. Французький, 60Г, Одеса, Україна",46.43601115,30.76627126480173
1092,вул. Дальницька,24000,35,2,Одеса,"Малиновський
                        ·",1,686,0,1,0,0,0,0,"вул. Дальницька, Одеса, Україна",46.4644652,30.7063232
1093,"вул. Радісна, 29",30000,43,1,Одеса,"Малиновський
                        ·",11,698,0,0,1,0,0,0,"вул. Радісна, 29, Одеса, Україна",46.44123885,30.69236475543478
1094,вул. Шишкіна,63000,68,3,Одеса,"Київський
                        ·",6,926,0,0,0,1,0,0,"вул. Шишкіна, Одеса, Україна",45.348365,28.8581859
1096,вул. Розкидайлівська,58000,46,2,Одеса,"Приморський
                        ·",5,1250,0,1,0,0,1,0,"вул. Розкидайлівська, Одеса, Україна",46.4789022,30.707249
1097,вул. Колонтаївська,67000,61,2,Одеса,"Приморський
                        ·",3,1093,1,0,0,0,0,0,"вул. Колонтаївська, Одеса, Україна",46.4764921,30.7075472
1098,вул. Осипова,76000,88,3,Одеса,"Приморський
                        ·",3,864,1,1,0,0,0,0,"вул. Осипова, Одеса, Україна",46.4725204,30.7443382
1099,просп. Академіка Глушка,22000,30,1,Одеса,"Київський
                        ·",8,733,0,1,1,0,0,0,"просп. Академіка Глушка, Одеса, Україна",46.3987894,30.7218178
1101,"вул. Варненська, 5/2",44000,46,2,Одеса,"Київський
                        ·",4,957,0,1,0,0,0,0,"вул. Варненська, 5/2, Одеса, Україна",46.4294484,30.723099050000002
1102,"вул. Висоцького, 23",38500,41,1,Одеса,"Пересипський
                        ·",8,939,0,0,0,0,0,0,"вул. Висоцького, 23, Одеса, Україна",46.57844,30.806718861869236
1103,"вул. Єврейська, 36",75000,58,2,Одеса,"Центр
                        ·",3,1293,0,0,0,0,1,0,"вул. Єврейська, 36, Одеса, Україна",46.1952699,30.342376949999995
1105,"вул. Академіка Сахарова, 3Д",26500,43,1,Одеса,"Містечко Котовського
                        ·",16,619,0,0,1,0,0,0,"вул. Академіка Сахарова, 3Д, Одеса, Україна",46.5770802,30.811441209726596
1106,"вул. Марсельська, 33/2",38000,39,1,Одеса,"Містечко Котовського
                        ·",7,974,0,0,0,0,0,1,"вул. Марсельська, 33/2, Одеса, Україна",46.5727781,30.7862016
1107,пл. Толбухіна,65000,45,1,Одеса,"Київський
                        ·",14,1444,0,1,0,0,0,0,"пл. Толбухіна, Одеса, Україна",46.4298175,30.7287785
1108,вул. Академіка Вільямса,48000,65,2,Одеса,"Київський
                        ·",7,738,0,0,0,0,0,0,"вул. Академіка Вільямса, Одеса, Україна",46.3910581,30.7263807
1109,вул. 40-річчя оборони Одеси,21500,35,1,Одеса,"Суворовський
                        ·",1,614,0,0,1,0,0,0,"вул. 40-річчя оборони Одеси, Одеса, Україна",46.5726028,30.7895195
1110,вул. Краснова,36000,59,3,Одеса,"Київський
                        ·",3,611,1,0,0,0,0,0,"вул. Краснова, Одеса, Україна",46.4379563,30.7309092
1111,пров. Кордонний,145000,100,3,Одеса,"Приморський
                        ·",18,1450,1,0,0,0,0,0,"пров. Кордонний, Одеса, Україна",46.4184574,30.7536939
